source,fact
Factcrescendo.com,I have quit Khushboo? - Poisonous News Website!
Factcrescendo.com,Your drive to the AIADMK clowns?
Factcrescendo.com,Did Modi go to Dargah for fear of failure?
Factcrescendo.com,"If I lose, the reason for this is the BJP alliance: Is it true that Thambidurai spoke?"
Factcrescendo.com,Did Rahul say he will dissolve the Cauvery Management Commission?
Factcrescendo.com,Voter list can be driven without name: WhatsApp rumor
Factcrescendo.com,Do not vote for Hindus: Fake tweet about MK Stalin
Factcrescendo.com,Fire in Minister SB Velumani Gudon; Innovation of cash flow?
Factcrescendo.com,Did Rahul Gandhi run for fear of answering the student's question?
Factcrescendo.com,Did Ajith take the fuss?
Factcrescendo.com,Fact Check: Hoax Message Claiming Infected Blood in Cadbury Products
Factcrescendo.com,FactCheck: Income Tax Refund SMS?
Factcrescendo.com,Did 56 women Died After Using Sanitary Pads?
Factcrescendo.com,Truth Behind A Picture of Narendra Modi’s Wife Going Viral On Society Platforms!
Factcrescendo.com,Riots carried out by conversions in New Delhi and other parts of North India
Factcrescendo.com,"Imran Khan, who seems to be attacked, has spread as a video finger, such as carrying some guards and is said to have been attacked in his house."
Factcrescendo.com,There has been no major class riots in the last 4 years: BJP minister.
Factcrescendo.com,Did Ratan Tata refuse to sell Tata Sumo to Pakistan?
Factcrescendo.com,Fake video of social violence in Karnataka
Youturn.in,Is the DMK government to stop production of Ford car factory?
Youturn.in,Rumor Video of Kallakurichi student
Youturn.in,Edappadi Palanisamy's monkey is a sick news!
Youturn.in,"DGP Sailendrababu has said that ""there is nothing wrong with the school"""
Youturn.in,The old news that Rajinikanth is once again meeting with forum executives on politics!
Youturn.in,Did Maharashtra Chief Minister Eknath Shinde drink and meet the journalist?
Youturn.in,Did Edappadi Palanisamy say that MGR should be given the Bharat Ratna award again?
Youturn.in,Draupadi Murmu meets RSS leader
Youturn.in,Did the Tamil Nadu police beat Jeyar in the DMK regime?
Youturn.in,A toilet is Rs.90 lakh? .. Rumor about Karur MP Jyotimani!
Youturn.in,The BJP is rumored to have spoken to Rahul about Kashmir's position in support of Modi!
Youturn.in,Director Mohan Ji is a fake news card that defrauds Rs 30 lakh
Youturn.in,Uttav Thackeray has said that we have been deceived in the name of Hinduism!
Youturn.in,Northern Territories Struggle To Do not provide Tamils ​​near Gopi .. What is the truth?
Youturn.in,Arjun Sampath is spreading a picture of someone killed in Rajasthan
Youturn.in,Thirumavalavan has said about the Vanni government
Youturn.in,BJP's Sauda bell spreading video in 2019
Youturn.in,MP Thirumavalavan is rumored to stand on the sidelines without giving a seat!
Youturn.in,Is it necessary for the Panchangam prediction for the precision launch of the satellite?
Youturn.in,Video of a foreign woman who chases cow in Goa?
Youturn.in,Did Time Magazine compare Modi and Hitler?
Youturn.in,1 crore fraud in the purchase of LED bulb
Youturn.in,WhatsApp rumor that is being attacked by a Hindu Dalit mother and daughter who refuses to convert to Pakistan
Youturn.in,Rumor that Vijay's successor film first Look Otto has scored a promotional poster!
Youturn.in,Video released in 2017!
Youturn.in,Rumor that the Railway Fall for Senior Citizens is coming into effect again!
Youturn.in,Did Annamalai say that OPS will turn the AIADMK into a caste party?
Youturn.in,Did BJP Narayanan Tirupati say that Tamil women should climb back?
Youturn.in,Pakistan's struggle to spread the national flag
Youturn.in,Court order to demolish Nochikkuppam Temple
Youturn.in,"Jackie Vasudev, who has been lying in the country in the last 10 years!"
Youturn.in,RBI reviewed Abdul Kalam and Ravindranath films on banknotes!
Youturn.in,Rumor that the BJP flag was edited at the Bahujan Samaj flag
Youturn.in,Seaman told reporters about DMK MP Senthil Kumar!
Youturn.in,Edit news spread as Annamalai in Tamil Nadu's political leaders!
Youturn.in,Did the Government of Tamil Nadu spend Rs 3.25 crore to buy Swater for Ukraine students?
Youturn.in,"Europe, the Norway project, spreading the underwater tunnel of Brahmaputra!"
Youturn.in,Mother who cleaned the fish and made her daughter a doctor ..
Youturn.in,Did Annamalai speak of gasoline prices in Gujarat than Saudi Arabia?
Youturn.in,Senthilvell said that I see Periyar in the form of Udayanidhi!
Youturn.in,Fake news in the name of Junior Wicked
Youturn.in,Did the government provide a saffron umbrella to the traffic guards to welcome Prime Minister Modi?
Youturn.in,Rumor about the BJP that the state bus driver is running in religious clothes .. What is the truth?
Youturn.in,US President Joe Bidan not respected Prime Minister Modi at Quad Summit?
Youturn.in,Leading media reports that the fee for the year is a semester!
Youturn.in,"Did Nirmala Sitharaman say what the dollar was not used, what worried about the fall of the rupee?"
Youturn.in,Sivalingam in the well of the Gnanawabi mosque
Youturn.in,Rumor that singer Govan was attacked in Puducherry
Youturn.in,Did Nirmala Sitharaman tell people to think of Geeta's essence for the price hike?
Youturn.in,Is the news that is spreading as bus fare details from May 18?
Youturn.in,New Education Policy: Speech of Minister Ponmudi
Youturn.in,"Sagittarius ""Y This Kolaveri"" is rumored to be a coffee of Turkey's ads!"
Youturn.in,False information spreading books and school fees for poor children!
Youturn.in,Kiran Bedi posted the scene of the film
Youturn.in,Did Rajapakse say that I worship the Indians who believe in the Prime Minister in the economic downturn?
Youturn.in,Will the BJP flag march in support of Modi in Pakistan?
Youturn.in,Photo spreading from Pallak
Youturn.in,EVK Sampath pulling Anna in a hand car ..
Youturn.in,RJ Shah released a video of Monalisa Alien in NASA Moon .. What is the truth?
Youturn.in,"Prime Minister Modi, Denmark's Prime Minister's meeting"
Youturn.in,"In the Nepal night party video, a woman with Rahul Gandhi spreads as a Chinese ambassador!"
Youturn.in,Treasurer of the UP image of Tamil Nadu
Youturn.in,Is Vanati Srinivasan spent on petrol and diesel revenue at the Rama Temple and Hanuman statue?
Youturn.in,BJP has rumored that the Government of Tamil Nadu has raised the petrol and diesel tax!
Youturn.in,Viral video from Tamil Nadu?
Youturn.in,Dinamalar publishes the wrong news in the Tamil curriculum
Youturn.in,Ilayaraja has said that I am not in the reservation
Youturn.in,Did Foreign Minister Jaishankar say Sri Lanka is ready to make India a state?
Youturn.in,Is Nehru and Ambedkar's first photo of Independent India's first Iftar dinner?
Youturn.in,The new headline has not reported that Visika Vikraman has invited men to bed!
Youturn.in,Is the name board placed in California called Rasu Vanniyar Road?
Youturn.in,Old video spreading as Muslim women arrested in Hindus in MP!
Youturn.in,Ilayaraja has criticized the concession for Dalit people!
Youturn.in,Modi support page that is rumored to have been the dharma of the underworld!
Youturn.in,Did the police seize the gun from the ABVP student in JNU?
Youturn.in,Gayatri Raghuram posted rumors that students were acting like attacking JNU!
Youturn.in,False photo spreading as people in the funeral procession of the terrorist Anna!
Youturn.in,Did Durai Vaiko regret Annamalai and BJP?
Youturn.in,Petroleum Minister has said that India has only raised the price of petrol by 5%!
Youturn.in,Did Gotabhaya Rajapakse say that prices in India are twice as much as Sri Lanka?
Youturn.in,Rumor Video of Congress MLA Park
Youturn.in,26 lakh crores in 2014-22
Youturn.in,Fake tweet
Youturn.in,Yogi Adityanath's forehead is a lie of the ashes of the dead soldier!
Youturn.in,Fake news about Vikatan in India Today Card
Youturn.in,Maritas lies about Lulu's investment in Gujarat!
Youturn.in,Did the Brahmin union leader Narayanan say that Dalits should build a small house?
Youturn.in,BJP leader who spreads wax statue at Dubai exhibition!
Youturn.in,Did Nirmala Sitharaman say petrol prices rise as people buy a separate vehicle?
Youturn.in,Senthilwale criticized Smith Oscar
Youturn.in,Wrong video spreading about trying to kill Islam's shop in Karnataka!
Youturn.in,Annamalai has said that GST has paid a full amount of arrears to Tamil Nadu!
Youturn.in,Fake news that Annamalai said he would set fire to if the fuel prices were not reduced!
Youturn.in,Fake news of BJP's cooling jacket to 17 crores .. PTR match tweet!
Youturn.in,It is rumored that Muslims have threatened to sell Hindus' settlements in Gujarat!
Youturn.in,Did H. Raja claim to be a garbage budget that does not fund Gomada?
Youturn.in,Sumant Raman shared old news
Youturn.in,BJP's Surya of MP Kanimozhi
Youturn.in,"Yogi Adityanath is crying out of the movie ""The Kashmir Files""!"
Youturn.in,Minister KN Neru Bangaru Adikallar did not sit on the floor before?
Youturn.in,Rumor that the Russian Chancellor has gone to the mud and sent Indian students
Youturn.in,Is the video that spreads as Russian war weapons going to Ukraine?
Youturn.in,Pakistani parliament has been rumored to be Modi
Youturn.in,False photo of Chennai Dalit Mayor Priya Rajan
Youturn.in,Prime Minister Modi was handing over at the Galle Ground without people?
Youturn.in,Russia-Ukrainian war has been rumored to India for 6 hours!
Youturn.in,Tughlaq Gurumoorthy posted a fake video that Puthi was talking about Imran Khan!
Youturn.in,Video of the old struggle in Ukraine
Youturn.in,It is rumored that the Ukraine student did not drop her home!
Youturn.in,The media reported that Ukraine was batting in the battle with Ukraine brunette!
Youturn.in,Prime Minister Modi does not have oil refinery in India?
Youturn.in,Old video of Ukrainian girl chasing a Russian soldier!
Youturn.in,WhatsApp is giving gifts for information!
Youturn.in,Nirmala Sitharaman spreading with Jayalalithaa
Youturn.in,Did the Behindwoods report destroy the Grandmaster Pragnananda's Vibhuti?
Youturn.in,BJP wins the victory in Coimbatore Corporation!
Youturn.in,Radi News of the wrong topic that DMK has bought 1 vote in the Eranium Ward!
Youturn.in,Has the BJP grown in Tamil Nadu? The true report of local elections!
Youturn.in,"Shiva Name is food, a monk who lives in the Himalayas for 200 years?"
Youturn.in,Did the police arrest 40% of men dressed in women's dress in the Karnataka Burka struggle?
Youturn.in,Video of BJP arrested in Karnataka wearing hijab
Youturn.in,Is the BJP winning wards forbid beef?
Youturn.in,Did the Loyola poll published that DMK will face a setback in the local government election?
Youturn.in,Fake news spreading to stop women's free travel plan on government bus!
Youturn.in,Is Mamata not to join MK Stalin's social justice system?
Youturn.in,"Did the Uttar Pradesh government begin the preparation of ""orange hijab""?"
Youturn.in,Amit Shah's Congress Party
Youturn.in,Karnataka student Muskan photo featured in Burj Khalifa?
Youturn.in,Video of the Hindu youth attacking and murdering Muslims. What is the truth?
Youturn.in,"Udayanidhi, who spoke false information as Stalin, was the only chief to go into the corona ward!"
Youturn.in,Rumor about photos of a student who shouted as Allah-Hu-Akbar in Karnataka!
Youturn.in,BJP SG Surya shared false information that Tamil Prasanna has lied!
Youturn.in,Did the Ramanujar statue made in China because of the closure of Sterlite in Thoothukudi?
Youturn.in,Video of the police attacked Islamists who went to Kashmir?
Youturn.in,Fake news that Vanati has said that he will resign from the post of MLA even if he loses a ward!
Youturn.in,Did Prime Minister Modi's wife Yasodaben join the Congress party?
Youturn.in,Video spreading as conversion in Tamil Nadu government .. What is the truth?
Youturn.in,Copper sword for freedom fighters given to Periyar!
Youturn.in,What is Thiruvalluvara .. The wrong information shared by the Hindu People's Party!
Youturn.in,The BJP is spreading the fake news that K Veeramani has said that it was wrong to use the Periyar statue!
Youturn.in,Did the government spend Rs 1880 crore for Sonia Gandhi's medical expenses in 2011?
Youturn.in,Ramadas has been criticized by the BJP 2 crore for the student's family and criticized Annamalai
Youturn.in,It is rumored that the Dalit community should not participate in the Palamedu Jallikattu!
Youturn.in,Did Karunanidhi's image featured in the Republic Day of the Government of Tamil Nadu?
Youturn.in,Did Thirumavalavan say there is no social justice in Tamil Nadu?
Youturn.in,Fake news that DRP Raja has said that there will be controversy by Muthumalinga Devar!
Youturn.in,Cartuna published by a popular newspaper in the United States?
Youturn.in,Minister Chakrabani has said on the Pongal Gallery issue!
Youturn.in,Annamalai has said about the Tamils ​​who fought for independence!
Youturn.in,Germany photo spreading as UP Gorakhpur gas pipeline project!
Youturn.in,5 DMKs in government school
Youturn.in,Fake news about Annamalai on children's reality show!
Youturn.in,Was Tamil Nadu's growth in the DMK regime?
Youturn.in,Did the SPG mistakenly shoot the beggar to protect Rajiv Gandhi?
Youturn.in,Actor Surya OBC has released 27% reservation
Youturn.in,"Did Yogi Adityanath open the ""Periyar statue"" in Ubi?"
Youturn.in,Photos of two different categories spreading as a change of CRPF players!
